redirect_type,redirect_target,old_url
CONSOLIDATED,/docs/installation/upgrade-instructions/windows/,https://thingsboard.io/docs/user-guide/install/upgrade-instructions/windows/v3-8-x/
CONSOLIDATED,/docs/installation/upgrade-instructions/windows/,https://thingsboard.io/docs/user-guide/install/upgrade-instructions/windows/v3-9-x/
CONSOLIDATED,/docs/installation/upgrade-instructions/windows/,https://thingsboard.io/docs/user-guide/install/upgrade-instructions/windows/v4-0-x/
CONSOLIDATED,/docs/installation/upgrade-instructions/windows/,https://thingsboard.io/docs/user-guide/install/upgrade-instructions/windows/v4-1-x/
CONSOLIDATED,/docs/installation/upgrade-instructions/windows/,https://thingsboard.io/docs/user-guide/install/upgrade-instructions/windows/v4-2-x/
CONSOLIDATED,/docs/installation/upgrade-instructions/windows/,https://thingsboard.io/docs/user-guide/install/upgrade-instructions/windows/v4-3-x/
PATTERN,/docs/reference/rule-engine/nodes/action/add-to-group/,https://thingsboard.io/docs/user-guide/rule-engine-2-0/nodes/action/add-to-group/
PATTERN,/docs/reference/rule-engine/nodes/action/assign-to-customer/,https://thingsboard.io/docs/user-guide/rule-engine-2-0/nodes/action/assign-to-customer/
PATTERN,/docs/reference/rule-engine/nodes/action/calculated-fields/,https://thingsboard.io/docs/user-guide/rule-engine-2-0/nodes/action/calculated-fields/
PATTERN,/docs/reference/rule-engine/nodes/action/change-owner/,https://thingsboard.io/docs/user-guide/rule-engine-2-0/nodes/action/change-owner/
PATTERN,/docs/reference/rule-engine/nodes/action/clear-alarm/,https://thingsboard.io/docs/user-guide/rule-engine-2-0/nodes/action/clear-alarm/
PATTERN,/docs/reference/rule-engine/nodes/action/copy-to-view/,https://thingsboard.io/docs/user-guide/rule-engine-2-0/nodes/action/copy-to-view/
PATTERN,/docs/reference/rule-engine/nodes/action/create-alarm/,https://thingsboard.io/docs/user-guide/rule-engine-2-0/nodes/action/create-alarm/
PATTERN,/docs/reference/rule-engine/nodes/action/create-relation/,https://thingsboard.io/docs/user-guide/rule-engine-2-0/nodes/action/create-relation/
PATTERN,/docs/reference/rule-engine/nodes/action/delay/,https://thingsboard.io/docs/user-guide/rule-engine-2-0/nodes/action/delay/
PATTERN,/docs/reference/rule-engine/nodes/action/delete-attributes/,https://thingsboard.io/docs/user-guide/rule-engine-2-0/nodes/action/delete-attributes/
PATTERN,/docs/reference/rule-engine/nodes/action/delete-relation/,https://thingsboard.io/docs/user-guide/rule-engine-2-0/nodes/action/delete-relation/
PATTERN,/docs/reference/rule-engine/nodes/action/device-profile/,https://thingsboard.io/docs/user-guide/rule-engine-2-0/nodes/action/device-profile/
PATTERN,/docs/reference/rule-engine/nodes/action/device-state/,https://thingsboard.io/docs/user-guide/rule-engine-2-0/nodes/action/device-state/
PATTERN,/docs/reference/rule-engine/nodes/action/generate-dashboard-report/,https://thingsboard.io/docs/user-guide/rule-engine-2-0/nodes/action/generate-dashboard-report/
PATTERN,/docs/reference/rule-engine/nodes/action/generate-report/,https://thingsboard.io/docs/user-guide/rule-engine-2-0/nodes/action/generate-report/
PATTERN,/docs/reference/rule-engine/nodes/action/generator/,https://thingsboard.io/docs/user-guide/rule-engine-2-0/nodes/action/generator/
PATTERN,/docs/reference/rule-engine/nodes/action/gps-geofencing-events/,https://thingsboard.io/docs/user-guide/rule-engine-2-0/nodes/action/gps-geofencing-events/
PATTERN,/docs/reference/rule-engine/nodes/action/integration-downlink/,https://thingsboard.io/docs/user-guide/rule-engine-2-0/nodes/action/integration-downlink/
PATTERN,/docs/reference/rule-engine/nodes/action/log/,https://thingsboard.io/docs/user-guide/rule-engine-2-0/nodes/action/log/
PATTERN,/docs/reference/rule-engine/nodes/action/math-function/,https://thingsboard.io/docs/user-guide/rule-engine-2-0/nodes/action/math-function/
PATTERN,/docs/reference/rule-engine/nodes/action/message-count/,https://thingsboard.io/docs/user-guide/rule-engine-2-0/nodes/action/message-count/
PATTERN,/docs/reference/rule-engine/nodes/action/push-to-cloud/,https://thingsboard.io/docs/user-guide/rule-engine-2-0/nodes/action/push-to-cloud/
PATTERN,/docs/reference/rule-engine/nodes/action/push-to-edge/,https://thingsboard.io/docs/user-guide/rule-engine-2-0/nodes/action/push-to-edge/
PATTERN,/docs/reference/rule-engine/nodes/action/remove-from-group/,https://thingsboard.io/docs/user-guide/rule-engine-2-0/nodes/action/remove-from-group/
PATTERN,/docs/reference/rule-engine/nodes/action/rest-call-reply/,https://thingsboard.io/docs/user-guide/rule-engine-2-0/nodes/action/rest-call-reply/
PATTERN,/docs/reference/rule-engine/nodes/action/rpc-call-reply/,https://thingsboard.io/docs/user-guide/rule-engine-2-0/nodes/action/rpc-call-reply/
PATTERN,/docs/reference/rule-engine/nodes/action/rpc-call-request/,https://thingsboard.io/docs/user-guide/rule-engine-2-0/nodes/action/rpc-call-request/
PATTERN,/docs/reference/rule-engine/nodes/action/save-attributes/,https://thingsboard.io/docs/user-guide/rule-engine-2-0/nodes/action/save-attributes/
PATTERN,/docs/reference/rule-engine/nodes/action/save-timeseries/,https://thingsboard.io/docs/user-guide/rule-engine-2-0/nodes/action/save-timeseries/
PATTERN,/docs/reference/rule-engine/nodes/action/save-to-custom-table/,https://thingsboard.io/docs/user-guide/rule-engine-2-0/nodes/action/save-to-custom-table/
PATTERN,/docs/reference/rule-engine/nodes/action/unassign-from-customer/,https://thingsboard.io/docs/user-guide/rule-engine-2-0/nodes/action/unassign-from-customer/
PATTERN,/docs/reference/rule-engine/nodes/analytics/aggregate-latest/,https://thingsboard.io/docs/user-guide/rule-engine-2-0/nodes/analytics/aggregate-latest/
PATTERN,/docs/reference/rule-engine/nodes/analytics/aggregate-stream/,https://thingsboard.io/docs/user-guide/rule-engine-2-0/nodes/analytics/aggregate-stream/
PATTERN,/docs/reference/rule-engine/nodes/analytics/alarms-count/,https://thingsboard.io/docs/user-guide/rule-engine-2-0/nodes/analytics/alarms-count/
PATTERN,/docs/reference/rule-engine/nodes/enrichment/calculate-delta/,https://thingsboard.io/docs/user-guide/rule-engine-2-0/nodes/enrichment/calculate-delta/
PATTERN,/docs/reference/rule-engine/nodes/enrichment/customer-attributes/,https://thingsboard.io/docs/user-guide/rule-engine-2-0/nodes/enrichment/customer-attributes/
PATTERN,/docs/reference/rule-engine/nodes/enrichment/customer-details/,https://thingsboard.io/docs/user-guide/rule-engine-2-0/nodes/enrichment/customer-details/
PATTERN,/docs/reference/rule-engine/nodes/enrichment/fetch-device-credentials/,https://thingsboard.io/docs/user-guide/rule-engine-2-0/nodes/enrichment/fetch-device-credentials/
PATTERN,/docs/reference/rule-engine/nodes/enrichment/originator-attributes/,https://thingsboard.io/docs/user-guide/rule-engine-2-0/nodes/enrichment/originator-attributes/
PATTERN,/docs/reference/rule-engine/nodes/enrichment/originator-fields/,https://thingsboard.io/docs/user-guide/rule-engine-2-0/nodes/enrichment/originator-fields/
PATTERN,/docs/reference/rule-engine/nodes/enrichment/originator-telemetry/,https://thingsboard.io/docs/user-guide/rule-engine-2-0/nodes/enrichment/originator-telemetry/
PATTERN,/docs/reference/rule-engine/nodes/enrichment/related-device-attributes/,https://thingsboard.io/docs/user-guide/rule-engine-2-0/nodes/enrichment/related-device-attributes/
PATTERN,/docs/reference/rule-engine/nodes/enrichment/related-entity-data/,https://thingsboard.io/docs/user-guide/rule-engine-2-0/nodes/enrichment/related-entity-data/
PATTERN,/docs/reference/rule-engine/nodes/enrichment/tenant-attributes/,https://thingsboard.io/docs/user-guide/rule-engine-2-0/nodes/enrichment/tenant-attributes/
PATTERN,/docs/reference/rule-engine/nodes/enrichment/tenant-details/,https://thingsboard.io/docs/user-guide/rule-engine-2-0/nodes/enrichment/tenant-details/
PATTERN,/docs/reference/rule-engine/nodes/external/ai-request/,https://thingsboard.io/docs/user-guide/rule-engine-2-0/nodes/external/ai-request/
PATTERN,/docs/reference/rule-engine/nodes/external/aws-lambda/,https://thingsboard.io/docs/user-guide/rule-engine-2-0/nodes/external/aws-lambda/
PATTERN,/docs/reference/rule-engine/nodes/external/aws-sns/,https://thingsboard.io/docs/user-guide/rule-engine-2-0/nodes/external/aws-sns/
PATTERN,/docs/reference/rule-engine/nodes/external/aws-sqs/,https://thingsboard.io/docs/user-guide/rule-engine-2-0/nodes/external/aws-sqs/
PATTERN,/docs/reference/rule-engine/nodes/external/azure-iot-hub/,https://thingsboard.io/docs/user-guide/rule-engine-2-0/nodes/external/azure-iot-hub/
PATTERN,/docs/reference/rule-engine/nodes/external/gcp-pubsub/,https://thingsboard.io/docs/user-guide/rule-engine-2-0/nodes/external/gcp-pubsub/
PATTERN,/docs/reference/rule-engine/nodes/external/kafka/,https://thingsboard.io/docs/user-guide/rule-engine-2-0/nodes/external/kafka/
PATTERN,/docs/reference/rule-engine/nodes/external/mqtt/,https://thingsboard.io/docs/user-guide/rule-engine-2-0/nodes/external/mqtt/
PATTERN,/docs/reference/rule-engine/nodes/external/rabbitmq/,https://thingsboard.io/docs/user-guide/rule-engine-2-0/nodes/external/rabbitmq/
PATTERN,/docs/reference/rule-engine/nodes/external/rest-api-call/,https://thingsboard.io/docs/user-guide/rule-engine-2-0/nodes/external/rest-api-call/
PATTERN,/docs/reference/rule-engine/nodes/external/send-email/,https://thingsboard.io/docs/user-guide/rule-engine-2-0/nodes/external/send-email/
PATTERN,/docs/reference/rule-engine/nodes/external/send-notification/,https://thingsboard.io/docs/user-guide/rule-engine-2-0/nodes/external/send-notification/
PATTERN,/docs/reference/rule-engine/nodes/external/send-sms/,https://thingsboard.io/docs/user-guide/rule-engine-2-0/nodes/external/send-sms/
PATTERN,/docs/reference/rule-engine/nodes/external/send-to-slack/,https://thingsboard.io/docs/user-guide/rule-engine-2-0/nodes/external/send-to-slack/
PATTERN,/docs/reference/rule-engine/nodes/external/twilio-sms/,https://thingsboard.io/docs/user-guide/rule-engine-2-0/nodes/external/twilio-sms/
PATTERN,/docs/reference/rule-engine/nodes/external/twilio-voice/,https://thingsboard.io/docs/user-guide/rule-engine-2-0/nodes/external/twilio-voice/
PATTERN,/docs/reference/rule-engine/nodes/filter/alarm-status-filter/,https://thingsboard.io/docs/user-guide/rule-engine-2-0/nodes/filter/alarm-status-filter/
PATTERN,/docs/reference/rule-engine/nodes/filter/asset-profile-switch/,https://thingsboard.io/docs/user-guide/rule-engine-2-0/nodes/filter/asset-profile-switch/
PATTERN,/docs/reference/rule-engine/nodes/filter/check-fields-presence/,https://thingsboard.io/docs/user-guide/rule-engine-2-0/nodes/filter/check-fields-presence/
PATTERN,/docs/reference/rule-engine/nodes/filter/check-relation-presence/,https://thingsboard.io/docs/user-guide/rule-engine-2-0/nodes/filter/check-relation-presence/
PATTERN,/docs/reference/rule-engine/nodes/filter/device-profile-switch/,https://thingsboard.io/docs/user-guide/rule-engine-2-0/nodes/filter/device-profile-switch/
PATTERN,/docs/reference/rule-engine/nodes/filter/entity-type-filter/,https://thingsboard.io/docs/user-guide/rule-engine-2-0/nodes/filter/entity-type-filter/
PATTERN,/docs/reference/rule-engine/nodes/filter/entity-type-switch/,https://thingsboard.io/docs/user-guide/rule-engine-2-0/nodes/filter/entity-type-switch/
PATTERN,/docs/reference/rule-engine/nodes/filter/gps-geofencing-filter/,https://thingsboard.io/docs/user-guide/rule-engine-2-0/nodes/filter/gps-geofencing-filter/
PATTERN,/docs/reference/rule-engine/nodes/filter/message-type-filter/,https://thingsboard.io/docs/user-guide/rule-engine-2-0/nodes/filter/message-type-filter/
PATTERN,/docs/reference/rule-engine/nodes/filter/message-type-switch/,https://thingsboard.io/docs/user-guide/rule-engine-2-0/nodes/filter/message-type-switch/
PATTERN,/docs/reference/rule-engine/nodes/filter/script/,https://thingsboard.io/docs/user-guide/rule-engine-2-0/nodes/filter/script/
PATTERN,/docs/reference/rule-engine/nodes/filter/switch/,https://thingsboard.io/docs/user-guide/rule-engine-2-0/nodes/filter/switch/
PATTERN,/docs/reference/rule-engine/nodes/flow/acknowledge/,https://thingsboard.io/docs/user-guide/rule-engine-2-0/nodes/flow/acknowledge/
PATTERN,/docs/reference/rule-engine/nodes/flow/checkpoint/,https://thingsboard.io/docs/user-guide/rule-engine-2-0/nodes/flow/checkpoint/
PATTERN,/docs/reference/rule-engine/nodes/flow/output/,https://thingsboard.io/docs/user-guide/rule-engine-2-0/nodes/flow/output/
PATTERN,/docs/reference/rule-engine/nodes/flow/rule-chain/,https://thingsboard.io/docs/user-guide/rule-engine-2-0/nodes/flow/rule-chain/
PATTERN,/docs/reference/rule-engine/nodes/transformation/change-originator/,https://thingsboard.io/docs/user-guide/rule-engine-2-0/nodes/transformation/change-originator/
PATTERN,/docs/reference/rule-engine/nodes/transformation/copy-key-value-pairs/,https://thingsboard.io/docs/user-guide/rule-engine-2-0/nodes/transformation/copy-key-value-pairs/
PATTERN,/docs/reference/rule-engine/nodes/transformation/deduplication/,https://thingsboard.io/docs/user-guide/rule-engine-2-0/nodes/transformation/deduplication/
PATTERN,/docs/reference/rule-engine/nodes/transformation/delete-key-value-pairs/,https://thingsboard.io/docs/user-guide/rule-engine-2-0/nodes/transformation/delete-key-value-pairs/
PATTERN,/docs/reference/rule-engine/nodes/transformation/duplicate-to-group/,https://thingsboard.io/docs/user-guide/rule-engine-2-0/nodes/transformation/duplicate-to-group/
PATTERN,/docs/reference/rule-engine/nodes/transformation/duplicate-to-group-by-name/,https://thingsboard.io/docs/user-guide/rule-engine-2-0/nodes/transformation/duplicate-to-group-by-name/
PATTERN,/docs/reference/rule-engine/nodes/transformation/duplicate-to-related/,https://thingsboard.io/docs/user-guide/rule-engine-2-0/nodes/transformation/duplicate-to-related/
PATTERN,/docs/reference/rule-engine/nodes/transformation/json-path/,https://thingsboard.io/docs/user-guide/rule-engine-2-0/nodes/transformation/json-path/
PATTERN,/docs/reference/rule-engine/nodes/transformation/rename-keys/,https://thingsboard.io/docs/user-guide/rule-engine-2-0/nodes/transformation/rename-keys/
PATTERN,/docs/reference/rule-engine/nodes/transformation/script/,https://thingsboard.io/docs/user-guide/rule-engine-2-0/nodes/transformation/script/
PATTERN,/docs/reference/rule-engine/nodes/transformation/split-array-msg/,https://thingsboard.io/docs/user-guide/rule-engine-2-0/nodes/transformation/split-array-msg/
PATTERN,/docs/reference/rule-engine/nodes/transformation/to-email/,https://thingsboard.io/docs/user-guide/rule-engine-2-0/nodes/transformation/to-email/
BASENAME_MATCH,/docs/iot-gateway/config/mqtt/,https://thingsboard.io/docs/iot-gateway/mqtt/
BASENAME_MATCH,/docs/reference/rule-engine/nodes/filter/message-type-filter/,https://thingsboard.io/docs/reference/filters/message-type-filter/
BASENAME_MATCH,/docs/user-guide/mcp-server/,https://thingsboard.io/docs/reference/mcp-server/
BASENAME_MATCH,/docs/reference/rule-engine/nodes/external/rabbitmq/,https://thingsboard.io/docs/reference/plugins/rabbitmq/
BASENAME_MATCH,/docs/user-guide/roadmap/,https://thingsboard.io/docs/reference/roadmap/
BASENAME_MATCH,/docs/user-guide/releases-table/,https://thingsboard.io/docs/releases/releases-table/
BASENAME_MATCH,/docs/user-guide/roadmap/,https://thingsboard.io/docs/releases/roadmap/
BASENAME_MATCH,/docs/user-guide/ai-models/,https://thingsboard.io/docs/samples/analytics/ai-models/
BASENAME_MATCH,/docs/user-guide/ai-predictive-maintenance/,https://thingsboard.io/docs/samples/analytics/ai-predictive-maintenance/
BASENAME_MATCH,/docs/user-guide/n8n-node/,https://thingsboard.io/docs/samples/analytics/n8n-node/
BASENAME_MATCH,/docs/trendz/concepts/business-entities/,https://thingsboard.io/docs/trendz/business-entities/
BASENAME_MATCH,/docs/reference/rule-engine/nodes/external/send-email/,https://thingsboard.io/docs/tutorials/send-email/
BASENAME_MATCH,/docs/installation/docker-compose-setup/,https://thingsboard.io/docs/user-guide/install/cluster/docker-compose-setup/
BASENAME_MATCH,/docs/installation/minikube-cluster-setup/,https://thingsboard.io/docs/user-guide/install/cluster/minikube-cluster-setup/
BASENAME_MATCH,/docs/installation/openshift-cluster-setup/,https://thingsboard.io/docs/user-guide/install/cluster/openshift-cluster-setup/
BASENAME_MATCH,/docs/reference/configuration/coap-transport-config/,https://thingsboard.io/docs/user-guide/install/coap-transport-config/
BASENAME_MATCH,/docs/installation/digital-ocean/,https://thingsboard.io/docs/user-guide/install/digital-ocean/
BASENAME_MATCH,/docs/installation/rpi/,https://thingsboard.io/docs/user-guide/install/edge/rpi/
BASENAME_MATCH,/docs/installation/upgrade-instructions/,https://thingsboard.io/docs/user-guide/install/edge/upgrade-instructions/
BASENAME_MATCH,/docs/installation/upgrade-instructions/windows/,https://thingsboard.io/docs/user-guide/install/edge/windows/
BASENAME_MATCH,/docs/installation/gcp/,https://thingsboard.io/docs/user-guide/install/gcp/
BASENAME_MATCH,/docs/reference/configuration/how-to-change-config/,https://thingsboard.io/docs/user-guide/install/how-to-change-config/
BASENAME_MATCH,/docs/reference/configuration/http-transport-config/,https://thingsboard.io/docs/user-guide/install/http-transport-config/
BASENAME_MATCH,/docs/reference/configuration/lwm2m-transport-config/,https://thingsboard.io/docs/user-guide/install/lwm2m-transport-config/
BASENAME_MATCH,/docs/reference/configuration/mqtt-transport-config/,https://thingsboard.io/docs/user-guide/install/mqtt-transport-config/
BASENAME_MATCH,/docs/installation/docker-compose-setup/,https://thingsboard.io/docs/user-guide/install/pe/cluster/docker-compose-setup/
BASENAME_MATCH,/docs/installation/minikube-cluster-setup/,https://thingsboard.io/docs/user-guide/install/pe/cluster/minikube-cluster-setup/
BASENAME_MATCH,/docs/reference/configuration/coap-transport-config/,https://thingsboard.io/docs/user-guide/install/pe/coap-transport-config/
BASENAME_MATCH,/docs/installation/digital-ocean/,https://thingsboard.io/docs/user-guide/install/pe/digital-ocean/
BASENAME_MATCH,/docs/installation/docker-windows/,https://thingsboard.io/docs/user-guide/install/pe/edge/docker-windows/
BASENAME_MATCH,/docs/installation/rhel/,https://thingsboard.io/docs/user-guide/install/pe/edge/rhel/
BASENAME_MATCH,/docs/installation/rpi/,https://thingsboard.io/docs/user-guide/install/pe/edge/rpi/
BASENAME_MATCH,/docs/installation/upgrade-instructions/,https://thingsboard.io/docs/user-guide/install/pe/edge/upgrade-instructions/
BASENAME_MATCH,/docs/installation/upgrade-instructions/windows/,https://thingsboard.io/docs/user-guide/install/pe/edge/windows/
BASENAME_MATCH,/docs/installation/gcp/,https://thingsboard.io/docs/user-guide/install/pe/gcp/
BASENAME_MATCH,/docs/reference/configuration/how-to-change-config/,https://thingsboard.io/docs/user-guide/install/pe/how-to-change-config/
BASENAME_MATCH,/docs/reference/configuration/http-transport-config/,https://thingsboard.io/docs/user-guide/install/pe/http-transport-config/
BASENAME_MATCH,/docs/reference/configuration/lwm2m-transport-config/,https://thingsboard.io/docs/user-guide/install/pe/lwm2m-transport-config/
BASENAME_MATCH,/docs/reference/configuration/mqtt-transport-config/,https://thingsboard.io/docs/user-guide/install/pe/mqtt-transport-config/
BASENAME_MATCH,/docs/installation/rhel/,https://thingsboard.io/docs/user-guide/install/pe/rhel/
BASENAME_MATCH,/docs/reference/configuration/snmp-transport-config/,https://thingsboard.io/docs/user-guide/install/pe/snmp-transport-config/
BASENAME_MATCH,/docs/installation/upgrade-instructions/,https://thingsboard.io/docs/user-guide/install/pe/upgrade-instructions/
BASENAME_MATCH,/docs/reference/configuration/vc-executor-config/,https://thingsboard.io/docs/user-guide/install/pe/vc-executor-config/
BASENAME_MATCH,/docs/installation/upgrade-instructions/windows/,https://thingsboard.io/docs/user-guide/install/pe/windows/
BASENAME_MATCH,/docs/reference/configuration/snmp-transport-config/,https://thingsboard.io/docs/user-guide/install/snmp-transport-config/
BASENAME_MATCH,/docs/installation/upgrade-instructions/,https://thingsboard.io/docs/user-guide/install/upgrade-instructions/
BASENAME_MATCH,/docs/reference/configuration/vc-executor-config/,https://thingsboard.io/docs/user-guide/install/vc-executor-config/
BASENAME_MATCH,/docs/reference/rule-engine/nodes/external/aws-sqs/,https://thingsboard.io/docs/user-guide/integrations/aws-sqs/
BASENAME_MATCH,/docs/reference/rule-engine/nodes/external/azure-iot-hub/,https://thingsboard.io/docs/user-guide/integrations/azure-iot-hub/
BASENAME_MATCH,/docs/reference/rule-engine/nodes/external/rabbitmq/,https://thingsboard.io/docs/user-guide/integrations/rabbitmq/
BASENAME_MATCH,/docs/user-guide/security/oauth-2-support/,https://thingsboard.io/docs/user-guide/oauth-2-support/
BASENAME_MATCH,/docs/reference/architecture/queue/,https://thingsboard.io/docs/user-guide/queue
BASENAME_MATCH,/docs/reference/architecture/,https://thingsboard.io/docs/user-guide/rule-engine-2-0/architecture/
BASENAME_MATCH,/docs/reference/rule-engine/nodes/action/,https://thingsboard.io/docs/user-guide/rule-engine-2-0/nodes/action/
BASENAME_MATCH,/docs/reference/rule-engine/nodes/analytics/,https://thingsboard.io/docs/user-guide/rule-engine-2-0/nodes/analytics/
BASENAME_MATCH,/docs/reference/rule-engine/nodes/enrichment/,https://thingsboard.io/docs/user-guide/rule-engine-2-0/nodes/enrichment/
BASENAME_MATCH,/docs/reference/rule-engine/nodes/external/,https://thingsboard.io/docs/user-guide/rule-engine-2-0/nodes/external/
BASENAME_MATCH,/docs/reference/rule-engine/nodes/filter/,https://thingsboard.io/docs/user-guide/rule-engine-2-0/nodes/filter/
BASENAME_MATCH,/docs/reference/rule-engine/nodes/flow/,https://thingsboard.io/docs/user-guide/rule-engine-2-0/nodes/flow/
BASENAME_MATCH,/docs/reference/rule-engine/nodes/transformation/,https://thingsboard.io/docs/user-guide/rule-engine-2-0/nodes/transformation/
BASENAME_MATCH,/docs/user-guide/rule-engine/queues/,https://thingsboard.io/docs/user-guide/rule-engine-2-5/queues/
BASENAME_MATCH,/docs/user-guide/security/self-registration/,https://thingsboard.io/docs/user-guide/self-registration/
BASENAME_MATCH,/docs/user-guide/security/http-over-ssl/,https://thingsboard.io/docs/user-guide/ssl/http-over-ssl/
BASENAME_MATCH,/docs/reference/rule-engine/templatization/,https://thingsboard.io/docs/user-guide/templatization/
BASENAME_MATCH,/docs/guides/troubleshooting/,https://thingsboard.io/docs/user-guide/troubleshooting/
BASENAME_MATCH,/docs/user-guide/security/two-factor-authentication/,https://thingsboard.io/docs/user-guide/two-factor-authentication/
BASENAME_MATCH,/docs/user-guide/aliases/,https://thingsboard.io/docs/user-guide/ui/aliases/
BASENAME_MATCH,/docs/user-guide/security/api-keys/,https://thingsboard.io/docs/user-guide/ui/api-keys
BASENAME_MATCH,/docs/user-guide/asset-profiles/,https://thingsboard.io/docs/user-guide/ui/asset-profiles
BASENAME_MATCH,/docs/user-guide/assets/,https://thingsboard.io/docs/user-guide/ui/assets/
BASENAME_MATCH,/docs/reference/widgets/chart-widget/,https://thingsboard.io/docs/user-guide/ui/chart-widget/
BASENAME_MATCH,/docs/user-guide/customers/,https://thingsboard.io/docs/user-guide/ui/customers/
BASENAME_MATCH,/docs/user-guide/device-profiles/,https://thingsboard.io/docs/user-guide/ui/device-profiles
BASENAME_MATCH,/docs/user-guide/devices/,https://thingsboard.io/docs/user-guide/ui/devices/
BASENAME_MATCH,/docs/reference/widgets/entity-table-widget/,https://thingsboard.io/docs/user-guide/ui/entity-table-widget/
BASENAME_MATCH,/docs/user-guide/entity-views/,https://thingsboard.io/docs/user-guide/ui/entity-views
BASENAME_MATCH,/docs/user-guide/roles/,https://thingsboard.io/docs/user-guide/ui/roles/
BASENAME_MATCH,/docs/reference/rule-engine/templatization/,https://thingsboard.io/docs/user-guide/ui/templatization
BASENAME_MATCH,/docs/user-guide/users/,https://thingsboard.io/docs/user-guide/ui/users/
BASENAME_MATCH,/docs/reference/widgets/widget-library/,https://thingsboard.io/docs/user-guide/ui/widget-library/
BASENAME_MATCH,/docs/reference/widgets/markdown-html-card/,https://thingsboard.io/docs/user-guide/widgets/cards/markdown-html-card/
BASENAME_MATCH,/docs/reference/widgets/map-widgets/,https://thingsboard.io/docs/user-guide/widgets/map-widgets/
GONE,,https://thingsboard.io/docs/contact-us/
GONE,,https://thingsboard.io/docs/contact-us-thanks/
GONE,,https://thingsboard.io/docs/gw/search/
GONE,,https://thingsboard.io/docs/iot-video-tutorials/
GONE,,https://thingsboard.io/docs/license/search/
GONE,,https://thingsboard.io/docs/newsletter-thanks/
GONE,,https://thingsboard.io/docs/search/
GONE,,https://thingsboard.io/docs/sitemap/
RENAMED_TARGET_MISSING,/docs/installation/pe-docker/,https://thingsboard.io/docs/user-guide/install/pe/docker/
RENAMED_TARGET_MISSING,/docs/installation/pe-docker-windows/,https://thingsboard.io/docs/user-guide/install/pe/docker-windows/
RENAMED_TARGET_MISSING,/docs/installation/windows/,https://thingsboard.io/docs/user-guide/install/windows/
PATTERN_TARGET_MISSING,/docs/reference/rule-engine/nodes/analytics/alarms-count-deprecated/,https://thingsboard.io/docs/user-guide/rule-engine-2-0/nodes/analytics/alarms-count-deprecated/
PATTERN_TARGET_MISSING,/docs/reference/rule-engine/tutorials/add-devices-to-group/,https://thingsboard.io/docs/user-guide/rule-engine-2-0/tutorials/add-devices-to-group/
PATTERN_TARGET_MISSING,/docs/reference/rule-engine/tutorials/aggregate-incoming-data-stream/,https://thingsboard.io/docs/user-guide/rule-engine-2-0/tutorials/aggregate-incoming-data-stream/
PATTERN_TARGET_MISSING,/docs/reference/rule-engine/tutorials/aggregate-latest-data/,https://thingsboard.io/docs/user-guide/rule-engine-2-0/tutorials/aggregate-latest-data/
PATTERN_TARGET_MISSING,/docs/reference/rule-engine/tutorials/check-relation-tutorial/,https://thingsboard.io/docs/user-guide/rule-engine-2-0/tutorials/check-relation-tutorial/
PATTERN_TARGET_MISSING,/docs/reference/rule-engine/tutorials/create-clear-alarms-with-details/,https://thingsboard.io/docs/user-guide/rule-engine-2-0/tutorials/create-clear-alarms-with-details/
PATTERN_TARGET_MISSING,/docs/reference/rule-engine/tutorials/create-inactivity-alarm/,https://thingsboard.io/docs/user-guide/rule-engine-2-0/tutorials/create-inactivity-alarm/
PATTERN_TARGET_MISSING,/docs/reference/rule-engine/tutorials/device-online-offline/,https://thingsboard.io/docs/user-guide/rule-engine-2-0/tutorials/device-online-offline/
PATTERN_TARGET_MISSING,/docs/reference/rule-engine/tutorials/function-based-on-telemetry-from-two-devices/,https://thingsboard.io/docs/user-guide/rule-engine-2-0/tutorials/function-based-on-telemetry-from-two-devices/
PATTERN_TARGET_MISSING,/docs/reference/rule-engine/tutorials/get-weather-using-rest-api-call/,https://thingsboard.io/docs/user-guide/rule-engine-2-0/tutorials/get-weather-using-rest-api-call/
PATTERN_TARGET_MISSING,/docs/reference/rule-engine/tutorials/integration-with-telegram-bot/,https://thingsboard.io/docs/user-guide/rule-engine-2-0/tutorials/integration-with-telegram-bot/
PATTERN_TARGET_MISSING,/docs/reference/rule-engine/tutorials/rpc-reply-tutorial/,https://thingsboard.io/docs/user-guide/rule-engine-2-0/tutorials/rpc-reply-tutorial/
PATTERN_TARGET_MISSING,/docs/reference/rule-engine/tutorials/rpc-request-tutorial/,https://thingsboard.io/docs/user-guide/rule-engine-2-0/tutorials/rpc-request-tutorial/
PATTERN_TARGET_MISSING,/docs/reference/rule-engine/tutorials/send-email-html/,https://thingsboard.io/docs/user-guide/rule-engine-2-0/tutorials/send-email-html/
PATTERN_TARGET_MISSING,/docs/reference/rule-engine/tutorials/send-email-to-customer/,https://thingsboard.io/docs/user-guide/rule-engine-2-0/tutorials/send-email-to-customer/
PATTERN_TARGET_MISSING,/docs/reference/rule-engine/tutorials/telemetry-delta-validation/,https://thingsboard.io/docs/user-guide/rule-engine-2-0/tutorials/telemetry-delta-validation/
PATTERN_TARGET_MISSING,/docs/reference/rule-engine/tutorials/transform-telemetry-using-previous-record/,https://thingsboard.io/docs/user-guide/rule-engine-2-0/tutorials/transform-telemetry-using-previous-record/
